기준일자,지역,발전소,발전량(Wh)
2022-09-10,울산,울산 연료전지 2단계,94484200
2022-09-10,일산,일산연료전지#4,115915200
2022-09-10,호남,호남연료전지,355883598
2022-09-11,동해,동해 북평레포츠 연료전지,102268993
2022-09-11,동해,동해연료전지,325313968
2022-09-11,울산,울산 수소연료전지,2931207
2022-09-11,울산,울산 연료전지 2단계,94285324
2022-09-11,일산,일산연료전지#4,115900800
2022-09-11,호남,호남연료전지,355544910
2022-09-12,동해,동해 북평레포츠 연료전지,102283456
2022-09-12,동해,동해연료전지,325303216
2022-09-12,울산,울산 수소연료전지,2887807
2022-09-12,울산,울산 연료전지 2단계,94270859
2022-09-12,일산,일산연료전지#4,115886400
2022-09-12,호남,호남연료전지,355370694
2022-09-13,동해,동해 북평레포츠 연료전지,102211136
2022-09-13,동해,동해연료전지,324615200
2022-09-13,영광,영광지산풍력,52800
2022-09-13,울산,울산 수소연료전지,2882985
2022-09-13,울산,울산 연료전지 2단계,94180470
2022-09-13,일산,일산연료전지#4,115852800
2022-09-13,호남,호남연료전지,355171824
2022-09-14,동해,동해 북평레포츠 연료전지,102182208
2022-09-14,동해,동해연료전지,326970672
2022-09-14,영광,영광지산풍력,3520800
2022-09-14,울산,울산 수소연료전지,2681471
2022-09-14,울산,울산 연료전지 2단계,94086460
2022-09-14,일산,일산연료전지#4,115867200
2022-09-14,호남,호남연료전지,355479348
2022-09-15,동해,동해 북평레포츠 연료전지,102178592
2022-09-15,동해,동해연료전지,327446784
2022-09-15,영광,영광지산풍력,30451200
2022-09-15,울산,울산 수소연료전지,1606380
2022-09-15,울산,울산 연료전지 2단계,94093696
2022-09-15,일산,일산연료전지#4,115857600
2022-09-15,호남,호남연료전지,355129740
2022-09-16,동해,동해 북평레포츠 연료전지,102091816
2022-09-16,동해,동해연료전지,325918992
2022-09-16,영광,영광지산풍력,16941600
2022-09-16,울산,울산 수소연료전지,0
2022-09-16,울산,울산 연료전지 2단계,94006912
2022-09-16,일산,일산연료전지#4,108019200
2022-09-16,호남,호남연료전지,354531030
2022-09-17,동해,동해 북평레포츠 연료전지,101939953
2022-09-17,동해,동해연료전지,324596496
2022-09-17,영광,영광지산풍력,5731200
2022-09-17,울산,울산 수소연료전지,0
2022-09-17,울산,울산 연료전지 2단계,93392227
2022-09-17,일산,일산연료전지#4,107371200
2022-09-17,호남,호남연료전지,354046980
2022-09-18,동해,동해 북평레포츠 연료전지,101979731
2022-09-18,동해,동해연료전지,324922864
2022-09-18,영광,영광지산풍력,21487200
2022-09-18,울산,울산 수소연료전지,0
2022-09-18,울산,울산 연료전지 2단계,92687145
2022-09-18,일산,일산연료전지#4,107328000
2022-09-18,호남,호남연료전지,352518138
2022-09-19,동해,동해 북평레포츠 연료전지,102091817
2022-09-19,동해,동해연료전지,328213088
2022-09-19,영광,영광지산풍력,40116000
2022-09-19,울산,울산 수소연료전지,0
2022-09-19,울산,울산 연료전지 2단계,92679915
2022-09-19,일산,일산연료전지#4,109128000
2022-09-19,호남,호남연료전지,352372020
2022-09-20,동해,동해 북평레포츠 연료전지,102359389
2022-09-20,동해,동해연료전지,331992976
2022-09-20,영광,영광지산풍력,5952000
2022-09-20,울산,울산 수소연료전지,0
2022-09-20,울산,울산 연료전지 2단계,93648944
2022-09-20,일산,일산연료전지#4,115929600
2022-09-20,호남,호남연료전지,355821102
2022-09-21,동해,동해 북평레포츠 연료전지,102547403
2022-09-21,동해,동해연료전지,332549056
2022-09-21,영광,영광지산풍력,648000
2022-09-21,울산,울산 수소연료전지,0
2022-09-21,울산,울산 연료전지 2단계,93670642
2022-09-21,일산,일산연료전지#4,115896000
2022-09-21,호남,호남연료전지,356172264
2022-09-22,동해,동해 북평레포츠 연료전지,102485939
2022-09-22,동해,동해연료전지,330039360
2022-09-22,영광,영광지산풍력,1689600
2022-09-22,울산,울산 수소연료전지,0
2022-09-22,울산,울산 연료전지 2단계,93048729
2022-09-22,일산,일산연료전지#4,114350400
2022-09-22,호남,호남연료전지,355251582
2022-09-23,동해,동해 북평레포츠 연료전지,100768436
2022-09-23,동해,동해연료전지,329403088
2022-09-23,영광,영광지산풍력,23359200
2022-09-23,울산,울산 수소연료전지,0
2022-09-23,울산,울산 연료전지 2단계,94292557
2022-09-23,일산,일산연료전지#4,114076800
2022-09-23,호남,호남연료전지,354978540
2022-09-24,동해,동해 북평레포츠 연료전지,94610747
2022-09-24,동해,동해연료전지,330312976
2022-09-24,영광,영광지산풍력,14344800
2022-09-24,울산,울산 수소연료전지,0
2022-09-24,울산,울산 연료전지 2단계,94903625
2022-09-24,일산,일산연료전지#4,114072000
2022-09-24,호남,호남연료전지,355017222
2022-09-25,동해,동해 북평레포츠 연료전지,94032224
2022-09-25,동해,동해연료전지,330335824
2022-09-25,영광,영광지산풍력,379200
2022-09-25,울산,울산 수소연료전지,0
2022-09-25,울산,울산 연료전지 2단계,94900010
2022-09-25,일산,일산연료전지#4,114067200
2022-09-25,호남,호남연료전지,354185496
2022-09-26,동해,동해 북평레포츠 연료전지,98678516
2022-09-26,동해,동해연료전지,330215424
2022-09-26,영광,영광지산풍력,684000
2022-09-26,울산,울산 수소연료전지,0
2022-09-26,울산,울산 연료전지 2단계,94881930
2022-09-26,일산,일산연료전지#4,114076800
2022-09-26,호남,호남연료전지,354445392
2022-09-27,동해,동해 북평레포츠 연료전지,102417238
2022-09-27,동해,동해연료전지,330935808
2022-09-27,영광,영광지산풍력,2157600
2022-09-27,울산,울산 수소연료전지,0
2022-09-27,울산,울산 연료전지 2단계,94766223
2022-09-27,일산,일산연료전지#4,114057600
2022-09-27,호남,호남연료전지,353711064
2022-09-28,동해,동해 북평레포츠 연료전지,102420853
2022-09-28,동해,동해연료전지,330380400
2022-09-28,영광,영광지산풍력,60000
2022-09-28,울산,울산 수소연료전지,0
2022-09-28,울산,울산 연료전지 2단계,93934593
2022-09-28,일산,일산연료전지#4,114062400
2022-09-28,호남,호남연료전지,353287914
2022-09-29,동해,동해 북평레포츠 연료전지,102359387
2022-09-29,동해,동해연료전지,330804656
2022-09-29,영광,영광지산풍력,2109600
2022-09-29,울산,울산 수소연료전지,0
2022-09-29,울산,울산 연료전지 2단계,94108152
2022-09-29,일산,일산연료전지#4,114043200
2022-09-29,호남,호남연료전지,352900632
2022-09-30,동해,동해 북평레포츠 연료전지,102355769
2022-09-30,동해,동해연료전지,331382128
2022-09-30,영광,영광지산풍력,381600
2022-09-30,울산,울산 수소연료전지,0
2022-09-30,울산,울산 연료전지 2단계,94646907
2022-09-30,일산,일산연료전지#4,114062400
2022-09-30,호남,호남연료전지,354490080
2022-10-01,동해,동해 북평레포츠 연료전지,102355769
2022-10-01,동해,동해연료전지,331028320
2022-10-01,영광,영광지산풍력,364800
2022-10-01,울산,울산 수소연료전지,0
2022-10-01,울산,울산 연료전지 2단계,94563742
2022-10-01,일산,일산연료전지#4,114052800
2022-10-01,호남,호남연료전지,353850672
2022-10-02,동해,동해 북평레포츠 연료전지,102363002
2022-10-02,동해,동해연료전지,329999152
2022-10-02,영광,영광지산풍력,13910400
2022-10-02,울산,울산 수소연료전지,0
2022-10-02,울산,울산 연료전지 2단계,94643290
2022-10-02,일산,일산연료전지#4,114067200
2022-10-02,호남,호남연료전지,353830974
2022-10-03,동해,동해 북평레포츠 연료전지,102240064
2022-10-03,동해,동해연료전지,328625472
2022-10-03,영광,영광지산풍력,14260800
2022-10-03,울산,울산 수소연료전지,0
2022-10-03,울산,울산 연료전지 2단계,94437190
2022-10-03,일산,일산연료전지#4,114009600
2022-10-03,호남,호남연료전지,353009286
2022-10-04,동해,동해 북평레포츠 연료전지,102294299
2022-10-04,동해,동해연료전지,327406800
2022-10-04,영광,영광지산풍력,17877600
2022-10-04,울산,울산 수소연료전지,0
2022-10-04,울산,울산 연료전지 2단계,94625211
2022-10-04,일산,일산연료전지#4,114086400
2022-10-04,호남,호남연료전지,353598630
2022-10-05,동해,동해 북평레포츠 연료전지,102485932
2022-10-05,동해,동해연료전지,330650880
2022-10-05,영광,영광지산풍력,9117600
2022-10-05,울산,울산 수소연료전지,0
2022-10-05,울산,울산 연료전지 2단계,94307026
2022-10-05,일산,일산연료전지#4,102638400
2022-10-05,호남,호남연료전지,354973710
2022-10-06,동해,동해 북평레포츠 연료전지,102464239
2022-10-06,동해,동해연료전지,329430416
2022-10-06,영광,영광지산풍력,6496800
2022-10-06,울산,울산 수소연료전지,0
2022-10-06,울산,울산 연료전지 2단계,94144307
2022-10-06,일산,일산연료전지#4,104673600
2022-10-06,호남,호남연료전지,354785130
2022-10-07,동해,동해 북평레포츠 연료전지,102460624
2022-10-07,동해,동해연료전지,327366592
2022-10-07,영광,영광지산풍력,46058400
2022-10-07,울산,울산 수소연료전지,0
2022-10-07,울산,울산 연료전지 2단계,94838539
2022-10-07,일산,일산연료전지#4,114148800
2022-10-07,호남,호남연료전지,355339362
2022-10-08,동해,동해 북평레포츠 연료전지,102493164
2022-10-08,동해,동해연료전지,332092432
2022-10-08,영광,영광지산풍력,307200
2022-10-08,울산,울산 수소연료전지,0
2022-10-08,울산,울산 연료전지 2단계,95019336
2022-10-08,일산,일산연료전지#4,114158400
2022-10-08,호남,호남연료전지,354486006
2022-10-09,동해,동해 북평레포츠 연료전지,102449782
2022-10-09,동해,동해연료전지,332156608
2022-10-09,영광,영광지산풍력,16382400
2022-10-09,울산,울산 수소연료전지,0
2022-10-09,울산,울산 연료전지 2단계,94961476
2022-10-09,일산,일산연료전지#4,114158400
2022-10-09,호남,호남연료전지,355348854
2022-10-10,동해,동해 북평레포츠 연료전지,102460624
2022-10-10,동해,동해연료전지,331820608
2022-10-10,영광,영광지산풍력,68517600
2022-10-10,울산,울산 수소연료전지,0
2022-10-10,울산,울산 연료전지 2단계,94965097
2022-10-10,일산,일산연료전지#4,114062400
2022-10-10,호남,호남연료전지,353762934
2022-10-11,동해,동해 북평레포츠 연료전지,102551017
2022-10-11,동해,동해연료전지,331903488
2022-10-11,영광,영광지산풍력,39021600
2022-10-11,울산,울산 수소연료전지,0
2022-10-11,울산,울산 연료전지 2단계,95004869
2022-10-11,일산,일산연료전지#4,114187200
2022-10-11,호남,호남연료전지,353915856
2022-10-12,동해,동해 북평레포츠 연료전지,102522096
2022-10-12,동해,동해연료전지,333044096
2022-10-12,영광,영광지산풍력,98400
2022-10-12,울산,울산 수소연료전지,0
2022-10-12,울산,울산 연료전지 2단계,95015718
2022-10-12,일산,일산연료전지#4,114148800
2022-10-12,호남,호남연료전지,355497240
2022-10-13,동해,동해 북평레포츠 연료전지,102478707
2022-10-13,동해,동해연료전지,332339952
2022-10-13,영광,영광지산풍력,3602400
2022-10-13,울산,울산 수소연료전지,0
2022-10-13,울산,울산 연료전지 2단계,94979560
2022-10-13,일산,일산연료전지#4,114134400
2022-10-13,호남,호남연료전지,355699470
2022-10-14,동해,동해 북평레포츠 연료전지,102435319
2022-10-14,동해,동해연료전지,332831072
2022-10-14,영광,영광지산풍력,1560000
2022-10-14,울산,울산 수소연료전지,0
2022-10-14,울산,울산 연료전지 2단계,94296174
2022-10-14,일산,일산연료전지#4,114148800
2022-10-14,호남,호남연료전지,356373150
2022-10-15,동해,동해 북평레포츠 연료전지,102370235
2022-10-15,동해,동해연료전지,332319904
2022-10-15,영광,영광지산풍력,1845600
2022-10-15,울산,울산 수소연료전지,0
2022-10-15,울산,울산 연료전지 2단계,94093690
2022-10-15,일산,일산연료전지#4,114091200
2022-10-15,호남,호남연료전지,355654740
2022-10-16,동해,동해 북평레포츠 연료전지,102319616
2022-10-16,동해,동해연료전지,332427536
2022-10-16,영광,영광지산풍력,4543200
2022-10-16,울산,울산 수소연료전지,0
2022-10-16,울산,울산 연료전지 2단계,93612787
2022-10-16,일산,일산연료전지#4,114153600
2022-10-16,호남,호남연료전지,354667488
2022-10-17,동해,동해 북평레포츠 연료전지,102366620
2022-10-17,동해,동해연료전지,331004912
2022-10-17,영광,영광지산풍력,67612800
2022-10-17,울산,울산 수소연료전지,0
2022-10-17,울산,울산 연료전지 2단계,93591094
2022-10-17,일산,일산연료전지#4,114177600
2022-10-17,호남,호남연료전지,356439720
2022-10-18,동해,동해 북평레포츠 연료전지,102489548
2022-10-18,동해,동해연료전지,331317504
2022-10-18,영광,영광지산풍력,45650400
2022-10-18,울산,울산 수소연료전지,0
2022-10-18,울산,울산 연료전지 2단계,93930984
2022-10-18,일산,일산연료전지#4,114091200
2022-10-18,호남,호남연료전지,357170730
2022-10-19,동해,동해 북평레포츠 연료전지,102485931
2022-10-19,동해,동해연료전지,331347520
2022-10-19,영광,영광지산풍력,5529600
2022-10-19,울산,울산 수소연료전지,0
2022-10-19,울산,울산 연료전지 2단계,94014143
2022-10-19,일산,일산연료전지#4,108676800
2022-10-19,호남,호남연료전지,357405552
2022-10-20,동해,동해 북평레포츠 연료전지,102457011
2022-10-20,동해,동해연료전지,331776032
2022-10-20,영광,영광지산풍력,3043200
2022-10-20,울산,울산 수소연료전지,0
2022-10-20,울산,울산 연료전지 2단계,94874701
2022-10-20,일산,일산연료전지#4,114163200
2022-10-20,호남,호남연료전지,357056742
2022-10-21,동해,동해 북평레포츠 연료전지,102381085
2022-10-21,동해,동해연료전지,330359792
2022-10-21,영광,영광지산풍력,451200
2022-10-21,울산,울산 수소연료전지,0
2022-10-21,울산,울산 연료전지 2단계,95265207
2022-10-21,일산,일산연료전지#4,114168000
2022-10-21,호남,호남연료전지,356684706
2022-10-22,동해,동해 북평레포츠 연료전지,102326848
2022-10-22,동해,동해연료전지,331840096
2022-10-22,영광,영광지산풍력,2004000
2022-10-22,울산,울산 수소연료전지,0
2022-10-22,울산,울산 연료전지 2단계,94039452
2022-10-22,일산,일산연료전지#4,114153600
2022-10-22,호남,호남연료전지,355891578
2022-10-23,동해,동해 북평레포츠 연료전지,102428087
2022-10-23,동해,동해연료전지,332330656
2022-10-23,영광,영광지산풍력,36748800
2022-10-23,울산,울산 수소연료전지,0
2022-10-23,울산,울산 연료전지 2단계,93865891
2022-10-23,일산,일산연료전지#4,114163200
2022-10-23,호남,호남연료전지,354954348
2022-10-24,동해,동해 북평레포츠 연료전지,102507624
2022-10-24,동해,동해연료전지,330707104
2022-10-24,영광,영광지산풍력,17640000
2022-10-24,울산,울산 수소연료전지,0
2022-10-24,울산,울산 연료전지 2단계,92965564
2022-10-24,일산,일산연료전지#4,107251200
2022-10-24,호남,호남연료전지,354041982
2022-10-25,동해,동해 북평레포츠 연료전지,102518472
2022-10-25,동해,동해연료전지,330542576
2022-10-25,영광,영광지산풍력,0
2022-10-25,울산,울산 수소연료전지,0
2022-10-25,울산,울산 연료전지 2단계,93761041
2022-10-25,일산,일산연료전지#4,113827200
2022-10-25,호남,호남연료전지,357194250
2022-10-26,동해,동해 북평레포츠 연료전지,102460628
2022-10-26,동해,동해연료전지,332018288
2022-10-26,울산,울산 수소연료전지,0
2022-10-26,울산,울산 연료전지 2단계,93775503
2022-10-26,일산,일산연료전지#4,114172800
2022-10-26,호남,호남연료전지,357769104
2022-10-27,동해,동해 북평레포츠 연료전지,102399162
2022-10-27,동해,동해연료전지,332033968
2022-10-27,울산,울산 수소연료전지,0
2022-10-27,울산,울산 연료전지 2단계,93721264
2022-10-27,일산,일산연료전지#4,114043200
2022-10-27,호남,호남연료전지,356616414
2022-10-28,동해,동해 북평레포츠 연료전지,102616106
2022-10-28,동해,동해연료전지,331462320
2022-10-28,울산,울산 수소연료전지,0
2022-10-28,울산,울산 연료전지 2단계,94603516
2022-10-28,일산,일산연료전지#4,112128000
2022-10-28,호남,호남연료전지,357396102
2022-10-29,동해,동해 북평레포츠 연료전지,102623336
2022-10-29,동해,동해연료전지,331146256
2022-10-29,울산,울산 수소연료전지,0
2022-10-29,울산,울산 연료전지 2단계,94462503
2022-10-29,일산,일산연료전지#4,113601600
2022-10-29,호남,호남연료전지,357210546
2022-10-30,동해,동해 북평레포츠 연료전지,102616104
2022-10-30,동해,동해연료전지,330736896
2022-10-30,울산,울산 수소연료전지,0
2022-10-30,울산,울산 연료전지 2단계,94827696
2022-10-30,일산,일산연료전지#4,113611200
2022-10-30,호남,호남연료전지,357960120
2022-10-31,동해,동해 북평레포츠 연료전지,102587176
2022-10-31,동해,동해연료전지,330244320
2022-10-31,울산,울산 수소연료전지,0
2022-10-31,울산,울산 연료전지 2단계,94636058
2022-10-31,일산,일산연료전지#4,113611200
2022-10-31,호남,호남연료전지,357310674
2022-11-01,동해,동해 북평레포츠 연료전지,102525707
2022-11-01,동해,동해연료전지,331942688
2022-11-01,영광,영광지산풍력,0
2022-11-01,울산,울산 수소연료전지,0
2022-11-01,울산,울산 연료전지 2단계,94885544
2022-11-01,일산,일산연료전지#4,113625600
2022-11-01,호남,호남연료전지,358181964
2022-11-02,동해,동해 북평레포츠 연료전지,101990571
2022-11-02,동해,동해연료전지,332766560
2022-11-02,영광,영광지산풍력,0
2022-11-02,울산,울산 수소연료전지,0
2022-11-02,울산,울산 연료전지 2단계,94780688
2022-11-02,일산,일산연료전지#4,113616000
2022-11-02,호남,호남연료전지,357558264
2022-11-03,동해,동해 북평레포츠 연료전지,101332496
2022-11-03,동해,동해연료전지,331886688
2022-11-03,영광,영광지산풍력,0
2022-11-03,울산,울산 수소연료전지,0
2022-11-03,울산,울산 연료전지 2단계,94657753
2022-11-03,일산,일산연료전지#4,113664000
2022-11-03,호남,호남연료전지,357717444
2022-11-04,동해,동해 북평레포츠 연료전지,101972495
2022-11-04,동해,동해연료전지,332640112
2022-11-04,영광,영광지산풍력,0
2022-11-04,울산,울산 수소연료전지,0
2022-11-04,울산,울산 연료전지 2단계,94932554
2022-11-04,일산,일산연료전지#4,113601600
2022-11-04,호남,호남연료전지,357963606
2022-11-05,동해,동해 북평레포츠 연료전지,102901751
2022-11-05,동해,동해연료전지,331636032
2022-11-05,영광,영광지산풍력,3254400
2022-11-05,울산,울산 수소연료전지,0
2022-11-05,울산,울산 연료전지 2단계,95109725
2022-11-05,일산,일산연료전지#4,111446400
2022-11-05,호남,호남연료전지,358656858
2022-11-06,동해,동해 북평레포츠 연료전지,103039152
2022-11-06,동해,동해연료전지,330761760
2022-11-06,영광,영광지산풍력,216000
2022-11-06,울산,울산 수소연료전지,0
2022-11-06,울산,울산 연료전지 2단계,95377294
2022-11-06,일산,일산연료전지#4,105624000
2022-11-06,호남,호남연료전지,358145844
2022-11-07,동해,동해 북평레포츠 연료전지,103068080
2022-11-07,동해,동해연료전지,330532720
2022-11-07,영광,영광지산풍력,158400
2022-11-07,울산,울산 수소연료전지,0
2022-11-07,울산,울산 연료전지 2단계,95066338
2022-11-07,일산,일산연료전지#4,105547200
2022-11-07,호남,호남연료전지,358077426
2022-11-08,동해,동해 북평레포츠 연료전지,103078928
2022-11-08,동해,동해연료전지,102197872
2022-11-08,영광,영광지산풍력,513600
2022-11-08,울산,울산 수소연료전지,0
2022-11-08,울산,울산 연료전지 2단계,94986790
2022-11-08,일산,일산연료전지#4,105595200
2022-11-08,호남,호남연료전지,356772360
2022-11-09,동해,동해 북평레포츠 연료전지,103039152
2022-11-09,동해,동해연료전지,56098448
2022-11-09,영광,영광지산풍력,357600
2022-11-09,울산,울산 수소연료전지,0
2022-11-09,울산,울산 연료전지 2단계,94986790
2022-11-09,일산,일산연료전지#4,109516800
2022-11-09,호남,호남연료전지,356650560
2022-11-10,동해,동해 북평레포츠 연료전지,102992145
2022-11-10,동해,동해연료전지,328775328
2022-11-10,영광,영광지산풍력,2056800
2022-11-10,울산,울산 수소연료전지,0
2022-11-10,울산,울산 연료전지 2단계,95232663
2022-11-10,일산,일산연료전지#4,113524800
2022-11-10,호남,호남연료전지,358245300
2022-11-11,동해,동해 북평레포츠 연료전지,102901753
2022-11-11,동해,동해연료전지,329993776
2022-11-11,영광,영광지산풍력,3676800
2022-11-11,울산,울산 수소연료전지,0
2022-11-11,울산,울산 연료전지 2단계,95203736
2022-11-11,일산,일산연료전지#4,113515200
2022-11-11,호남,호남연료전지,357967386
2022-11-12,동해,동해 북평레포츠 연료전지,102742655
2022-11-12,동해,동해연료전지,327405904
2022-11-12,영광,영광지산풍력,22713600
2022-11-12,울산,울산 수소연료전지,0
2022-11-12,울산,울산 연료전지 2단계,95037407
2022-11-12,일산,일산연료전지#4,113529600
2022-11-12,호남,호남연료전지,357456918
2022-11-13,동해,동해 북평레포츠 연료전지,102677577
2022-11-13,동해,동해연료전지,326483360
2022-11-13,영광,영광지산풍력,42249600
2022-11-13,울산,울산 수소연료전지,0
2022-11-13,울산,울산 연료전지 2단계,94021375
2022-11-13,일산,일산연료전지#4,113510400
2022-11-13,호남,호남연료전지,357263592
2022-11-14,동해,동해 북평레포츠 연료전지,102782439
2022-11-14,동해,동해연료전지,326965744
2022-11-14,영광,영광지산풍력,9225600
2022-11-14,울산,울산 수소연료전지,0
2022-11-14,울산,울산 연료전지 2단계,94140692
2022-11-14,일산,일산연료전지#4,113510400
2022-11-14,호남,호남연료전지,357327726
2022-11-15,동해,동해 북평레포츠 연료전지,102811364
2022-11-15,동해,동해연료전지,328309184
2022-11-15,영광,영광지산풍력,4166400
2022-11-15,울산,울산 수소연료전지,0
2022-11-15,울산,울산 연료전지 2단계,95019327
2022-11-15,일산,일산연료전지#4,113491200
2022-11-15,호남,호남연료전지,358320270
2022-11-16,동해,동해 북평레포츠 연료전지,102753512
2022-11-16,동해,동해연료전지,328283536
2022-11-16,영광,영광지산풍력,4173600
2022-11-16,울산,울산 수소연료전지,2893
2022-11-16,울산,울산 연료전지 2단계,95012094
2022-11-16,일산,일산연료전지#4,113496000
2022-11-16,호남,호남연료전지,358229046
2022-11-17,동해,동해 북평레포츠 연료전지,102833058
2022-11-17,동해,동해연료전지,328903232
2022-11-17,영광,영광지산풍력,1240800
2022-11-17,울산,울산 수소연료전지,30854
2022-11-17,울산,울산 연료전지 2단계,95012094
2022-11-17,일산,일산연료전지#4,113496000
2022-11-17,호남,호남연료전지,358337742
2022-11-18,동해,동해 북평레포츠 연료전지,102814980
2022-11-18,동해,동해연료전지,329511840
2022-11-18,영광,영광지산풍력,458400
2022-11-18,울산,울산 수소연료전지,0
2022-11-18,울산,울산 연료전지 2단계,95033789
2022-11-18,일산,일산연료전지#4,113500800
2022-11-18,호남,호남연료전지,358155252
2022-11-19,동해,동해 북평레포츠 연료전지,102782436
2022-11-19,동해,동해연료전지,329027664
2022-11-19,영광,영광지산풍력,1396800
2022-11-19,울산,울산 수소연료전지,0
2022-11-19,울산,울산 연료전지 2단계,95044638
2022-11-19,일산,일산연료전지#4,113500800
2022-11-19,호남,호남연료전지,357958188
2022-11-20,동해,동해 북평레포츠 연료전지,102742664
2022-11-20,동해,동해연료전지,328307728
2022-11-20,영광,영광지산풍력,28800
2022-11-20,울산,울산 수소연료전지,0
2022-11-20,울산,울산 연료전지 2단계,94961480
2022-11-20,일산,일산연료전지#4,113520000
2022-11-20,호남,호남연료전지,357705642
2022-11-21,동해,동해 북평레포츠 연료전지,102670344
2022-11-21,동해,동해연료전지,327708976
2022-11-21,영광,영광지산풍력,496800
2022-11-21,울산,울산 수소연료전지,0
2022-11-21,울산,울산 연료전지 2단계,94903623
2022-11-21,일산,일산연료전지#4,113515200
2022-11-21,호남,호남연료전지,357912702
2022-11-22,동해,동해 북평레포츠 연료전지,102778822
2022-11-22,동해,동해연료전지,329009968
2022-11-22,영광,영광지산풍력,436800
2022-11-22,울산,울산 수소연료전지,0
2022-11-22,울산,울산 연료전지 2단계,94798768
2022-11-22,일산,일산연료전지#4,113500800
2022-11-22,호남,호남연료전지,357905310
2022-11-23,동해,동해 북평레포츠 연료전지,102782440
2022-11-23,동해,동해연료전지,328697936
2022-11-23,영광,영광지산풍력,17169600
2022-11-23,울산,울산 수소연료전지,0
2022-11-23,울산,울산 연료전지 2단계,94310640
2022-11-23,일산,일산연료전지#4,113505600
2022-11-23,호남,호남연료전지,357644532
2022-11-24,동해,동해 북평레포츠 연료전지,102829446
2022-11-24,동해,동해연료전지,329057904
2022-11-24,영광,영광지산풍력,350400
2022-11-24,울산,울산 수소연료전지,19283
2022-11-24,울산,울산 연료전지 2단계,94947017
2022-11-24,일산,일산연료전지#4,113515200
2022-11-24,호남,호남연료전지,357868476
2022-11-25,동해,동해 북평레포츠 연료전지,102778819
2022-11-25,동해,동해연료전지,328415472
2022-11-25,영광,영광지산풍력,3386400
2022-11-25,울산,울산 수소연료전지,0
2022-11-25,울산,울산 연료전지 2단계,94939782
2022-11-25,일산,일산연료전지#4,113534400
2022-11-25,호남,호남연료전지,357814170
2022-11-26,동해,동해 북평레포츠 연료전지,102811360
2022-11-26,동해,동해연료전지,325442656
2022-11-26,영광,영광지산풍력,15088800
2022-11-26,울산,울산 수소연료전지,0
2022-11-26,울산,울산 연료전지 2단계,94802385
2022-11-26,일산,일산연료전지#4,113510400
2022-11-26,호남,호남연료전지,356541822
2022-11-27,동해,동해 북평레포츠 연료전지,102959602
2022-11-27,동해,동해연료전지,323766128
2022-11-27,영광,영광지산풍력,3712800
2022-11-27,울산,울산 수소연료전지,0
2022-11-27,울산,울산 연료전지 2단계,94925318
2022-11-27,일산,일산연료전지#4,113486400
2022-11-27,호남,호남연료전지,356790210
2022-11-28,동해,동해 북평레포츠 연료전지,102854751
2022-11-28,동해,동해연료전지,322308560
2022-11-28,영광,영광지산풍력,25641600
2022-11-28,울산,울산 수소연료전지,0
2022-11-28,울산,울산 연료전지 2단계,94437187
2022-11-28,일산,일산연료전지#4,113491200
2022-11-28,호남,호남연료전지,355995360
2022-11-29,동해,동해 북평레포츠 연료전지,102771592
2022-11-29,동해,동해연료전지,327240256
2022-11-29,영광,영광지산풍력,62035200
2022-11-29,울산,울산 수소연료전지,0
2022-11-29,울산,울산 연료전지 2단계,93428379
2022-11-29,일산,일산연료전지#4,113308800
2022-11-29,호남,호남연료전지,355574730
2022-11-30,동해,동해 북평레포츠 연료전지,102894521
2022-11-30,동해,동해연료전지,327985616
2022-11-30,영광,영광지산풍력,39669600
2022-11-30,울산,울산 수소연료전지,4121036
2022-11-30,울산,울산 연료전지 2단계,93728496
2022-11-30,일산,일산연료전지#4,113049600
2022-11-30,호남,호남연료전지,357834582
2022-12-01,동해,동해 북평레포츠 연료전지,102807745
2022-12-01,동해,동해연료전지,328601840
2022-12-01,영광,영광지산풍력,6184800
2022-12-01,울산,울산 수소연료전지,15977931
2022-12-01,울산,울산 연료전지 2단계,93732111
2022-12-01,일산,일산연료전지#4,111408000
2022-12-01,호남,호남연료전지,357066990
2022-12-02,동해,동해 북평레포츠 연료전지,102739048
2022-12-02,동해,동해연료전지,328809824
2022-12-02,영광,영광지산풍력,3880800
2022-12-02,울산,울산 수소연료전지,23362821
2022-12-02,울산,울산 연료전지 2단계,93309061
2022-12-02,일산,일산연료전지#4,112555200
2022-12-02,호남,호남연료전지,355552092
2022-12-03,동해,동해 북평레포츠 연료전지,102749896
2022-12-03,동해,동해연료전지,328474720
2022-12-03,영광,영광지산풍력,2335200
2022-12-03,울산,울산 수소연료전지,23114056
2022-12-03,울산,울산 연료전지 2단계,95272441
2022-12-03,일산,일산연료전지#4,112632000
2022-12-03,호남,호남연료전지,356936916
2022-12-04,동해,동해 북평레포츠 연료전지,102818596
2022-12-04,동해,동해연료전지,327275424
2022-12-04,영광,영광지산풍력,30993600
2022-12-04,울산,울산 수소연료전지,23096697
2022-12-04,울산,울산 연료전지 2단계,95424298
2022-12-04,일산,일산연료전지#4,112550400
2022-12-04,호남,호남연료전지,356157396
2022-12-05,동해,동해 북평레포츠 연료전지,101477132
2022-12-05,동해,동해연료전지,327429536
2022-12-05,영광,영광지산풍력,16466400
2022-12-05,울산,울산 수소연료전지,23361858
2022-12-05,울산,울산 연료전지 2단계,94249170
2022-12-05,일산,일산연료전지#4,112574400
