기준일자,지역,발전소,발전량(Wh)
2022-03-29,울산,울산 연료전지 2단계,95738875
2022-03-29,일산,일산연료전지#4,2361600
2022-03-29,호남,호남연료전지,359878596
2022-03-30,동해,동해연료전지,345174368
2022-03-30,영광,영광지산풍력,5935200
2022-03-30,울산,울산 수소연료전지,10328623
2022-03-30,울산,울산 연료전지 2단계,96013671
2022-03-30,일산,일산연료전지#4,36768000
2022-03-30,호남,호남연료전지,359251914
2022-03-31,동해,동해연료전지,345311232
2022-03-31,영광,영광지산풍력,13401600
2022-03-31,울산,울산 수소연료전지,10223524
2022-03-31,울산,울산 연료전지 2단계,95453228
2022-03-31,일산,일산연료전지#4,94406400
2022-03-31,호남,호남연료전지,359072490
2022-04-01,동해,동해연료전지,345836736
2022-04-01,영광,영광지산풍력,5527200
2022-04-01,울산,울산 수소연료전지,9922688
2022-04-01,울산,울산 연료전지 2단계,95738880
2022-04-01,일산,일산연료전지#4,118977600
2022-04-01,호남,호남연료전지,359847222
2022-04-02,동해,동해연료전지,345559536
2022-04-02,영광,영광지산풍력,6400800
2022-04-02,울산,울산 수소연료전지,9420337
2022-04-02,울산,울산 연료전지 2단계,96140229
2022-04-02,일산,일산연료전지#4,110232000
2022-04-02,호남,호남연료전지,359731764
2022-04-03,동해,동해연료전지,345202480
2022-04-03,영광,영광지산풍력,5484000
2022-04-03,울산,울산 수소연료전지,8942083
2022-04-03,울산,울산 연료전지 2단계,96429493
2022-04-03,일산,일산연료전지#4,110184000
2022-04-03,호남,호남연료전지,359327094
2022-04-04,동해,동해연료전지,345049040
2022-04-04,영광,영광지산풍력,1903200
2022-04-04,울산,울산 수소연료전지,8635476
2022-04-04,울산,울산 연료전지 2단계,96592199
2022-04-04,일산,일산연료전지#4,85824000
2022-04-04,호남,호남연료전지,359176692
2022-04-05,동해,동해연료전지,343943712
2022-04-05,영광,영광지산풍력,127200
2022-04-05,울산,울산 수소연료전지,8336565
2022-04-05,울산,울산 연료전지 2단계,96982701
2022-04-05,일산,일산연료전지#4,60537600
2022-04-05,호남,호남연료전지,359104914
2022-04-06,동해,동해연료전지,343602336
2022-04-06,영광,영광지산풍력,4389600
2022-04-06,울산,울산 수소연료전지,3332315
2022-04-06,울산,울산 연료전지 2단계,96798299
2022-04-06,일산,일산연료전지#4,97574400
2022-04-06,호남,호남연료전지,359230452
2022-04-07,동해,동해연료전지,344183840
2022-04-07,영광,영광지산풍력,1576800
2022-04-07,울산,울산 수소연료전지,1845499
2022-04-07,울산,울산 연료전지 2단계,96650055
2022-04-07,일산,일산연료전지#4,120273600
2022-04-07,호남,호남연료전지,359264976
2022-04-08,동해,동해연료전지,344619184
2022-04-08,영광,영광지산풍력,820800
2022-04-08,울산,울산 수소연료전지,14447729
2022-04-08,울산,울산 연료전지 2단계,97438296
2022-04-08,일산,일산연료전지#4,119260800
2022-04-08,호남,호남연료전지,359357208
2022-04-09,동해,동해연료전지,343038752
2022-04-09,영광,영광지산풍력,13809600
2022-04-09,울산,울산 수소연료전지,13917419
2022-04-09,울산,울산 연료전지 2단계,97597387
2022-04-09,일산,일산연료전지#4,119275200
2022-04-09,호남,호남연료전지,359190762
2022-04-10,동해,동해연료전지,341898592
2022-04-10,영광,영광지산풍력,11923200
2022-04-10,울산,울산 수소연료전지,13448806
2022-04-10,울산,울산 연료전지 2단계,97423831
2022-04-10,일산,일산연료전지#4,119289600
2022-04-10,호남,호남연료전지,359172030
2022-04-11,동해,동해연료전지,341159280
2022-04-11,영광,영광지산풍력,8503200
2022-04-11,울산,울산 수소연료전지,11379612
2022-04-11,울산,울산 연료전지 2단계,96859769
2022-04-11,일산,일산연료전지#4,119294400
2022-04-11,호남,호남연료전지,358768326
2022-04-12,동해,동해연료전지,341745376
2022-04-12,영광,영광지산풍력,5760000
2022-04-12,울산,울산 수소연료전지,11137595
2022-04-12,울산,울산 연료전지 2단계,97246657
2022-04-12,일산,일산연료전지#4,109152000
2022-04-12,호남,호남연료전지,357983850
2022-04-13,동해,동해연료전지,342707232
2022-04-13,영광,영광지산풍력,729600
2022-04-13,울산,울산 수소연료전지,12382394
2022-04-13,울산,울산 연료전지 2단계,98400096
2022-04-13,일산,일산연료전지#4,112536000
2022-04-13,호남,호남연료전지,357996996
2022-04-14,동해,동해연료전지,344268176
2022-04-14,영광,영광지산풍력,3844800
2022-04-14,울산,울산 수소연료전지,11226303
2022-04-14,울산,울산 연료전지 2단계,98801454
2022-04-14,일산,일산연료전지#4,117816000
2022-04-14,호남,호남연료전지,360754212
2022-04-15,동해,동해연료전지,343662704
2022-04-15,영광,영광지산풍력,13860000
2022-04-15,울산,울산 수소연료전지,10978503
2022-04-15,울산,울산 연료전지 2단계,98016826
2022-04-15,일산,일산연료전지#4,117816000
2022-04-15,호남,호남연료전지,361188912
2022-04-16,동해,동해연료전지,342965392
2022-04-16,영광,영광지산풍력,5558400
2022-04-16,울산,울산 수소연료전지,11804832
2022-04-16,울산,울산 연료전지 2단계,99087100
2022-04-16,일산,일산연료전지#4,117782400
2022-04-16,호남,호남연료전지,361166190
2022-04-17,동해,동해연료전지,341396384
2022-04-17,영광,영광지산풍력,657600
2022-04-17,울산,울산 수소연료전지,11511708
2022-04-17,울산,울산 연료전지 2단계,98942464
2022-04-17,일산,일산연료전지#4,117777600
2022-04-17,호남,호남연료전지,361045566
2022-04-18,동해,동해연료전지,340902576
2022-04-18,영광,영광지산풍력,3986400
2022-04-18,울산,울산 수소연료전지,10415405
2022-04-18,울산,울산 연료전지 2단계,98830369
2022-04-18,일산,일산연료전지#4,117777600
2022-04-18,호남,호남연료전지,360971562
2022-04-19,동해,동해연료전지,342654256
2022-04-19,영광,영광지산풍력,2971200
2022-04-19,울산,울산 수소연료전지,9562074
2022-04-19,울산,울산 연료전지 2단계,98833985
2022-04-19,일산,일산연료전지#4,117744000
2022-04-19,호남,호남연료전지,360840060
2022-04-20,동해,동해연료전지,343039312
2022-04-20,영광,영광지산풍력,331200
2022-04-20,울산,울산 수소연료전지,9158073
2022-04-20,울산,울산 연료전지 2단계,98794210
2022-04-20,일산,일산연료전지#4,117681600
2022-04-20,호남,호남연료전지,360834138
2022-04-21,동해,동해연료전지,342825728
2022-04-21,영광,영광지산풍력,4216800
2022-04-21,울산,울산 수소연료전지,9787700
2022-04-21,울산,울산 연료전지 2단계,98754438
2022-04-21,일산,일산연료전지#4,117758400
2022-04-21,호남,호남연료전지,360895542
2022-04-22,동해,동해연료전지,342283984
2022-04-22,영광,영광지산풍력,9422400
2022-04-22,울산,울산 수소연료전지,10346945
2022-04-22,울산,울산 연료전지 2단계,98598965
2022-04-22,일산,일산연료전지#4,117768000
2022-04-22,호남,호남연료전지,360542364
2022-04-23,동해,동해연료전지,341894336
2022-04-23,영광,영광지산풍력,1780800
2022-04-23,울산,울산 수소연료전지,9302708
2022-04-23,울산,울산 연료전지 2단계,98602581
2022-04-23,일산,일산연료전지#4,117748800
2022-04-23,호남,호남연료전지,360058398
2022-04-24,동해,동해연료전지,340640048
2022-04-24,영광,영광지산풍력,933600
2022-04-24,울산,울산 수소연료전지,8163965
2022-04-24,울산,울산 연료전지 2단계,98067446
2022-04-24,일산,일산연료전지#4,117744000
2022-04-24,호남,호남연료전지,359536884
2022-04-25,동해,동해연료전지,337904000
2022-04-25,영광,영광지산풍력,0
2022-04-25,울산,울산 수소연료전지,8781061
2022-04-25,울산,울산 연료전지 2단계,97640782
2022-04-25,일산,일산연료전지#4,117715200
2022-04-25,호남,호남연료전지,359620254
2022-04-26,동해,동해연료전지,339455312
2022-04-26,영광,영광지산풍력,4603200
2022-04-26,울산,울산 수소연료전지,9021151
2022-04-26,울산,울산 연료전지 2단계,98219305
2022-04-26,일산,일산연료전지#4,113952000
2022-04-26,호남,호남연료전지,359408238
2022-04-27,동해,동해연료전지,342664896
2022-04-27,영광,영광지산풍력,12700800
2022-04-27,울산,울산 수소연료전지,4342806
2022-04-27,울산,울산 연료전지 2단계,97575695
2022-04-27,일산,일산연료전지#4,108475200
2022-04-27,호남,호남연료전지,360009510
2022-04-28,동해,동해연료전지,342827856
2022-04-28,영광,영광지산풍력,2066400
2022-04-28,울산,울산 수소연료전지,0
2022-04-28,울산,울산 연료전지 2단계,98092752
2022-04-28,일산,일산연료전지#4,107937600
2022-04-28,호남,호남연료전지,360472728
2022-04-29,동해,동해연료전지,342241200
2022-04-29,영광,영광지산풍력,12340800
2022-04-29,울산,울산 수소연료전지,0
2022-04-29,울산,울산 연료전지 2단계,98761669
2022-04-29,일산,일산연료전지#4,104568000
2022-04-29,호남,호남연료전지,360809274
2022-04-30,동해,동해연료전지,342977040
2022-04-30,영광,영광지산풍력,6446400
2022-04-30,울산,울산 수소연료전지,0
2022-04-30,울산,울산 연료전지 2단계,97503378
2022-04-30,일산,일산연료전지#4,110995200
2022-04-30,호남,호남연료전지,359781828
2022-05-01,동해,동해연료전지,342502048
2022-05-01,영광,영광지산풍력,3808800
2022-05-01,울산,울산 수소연료전지,0
2022-05-01,울산,울산 연료전지 2단계,96295707
2022-05-01,일산,일산연료전지#4,87283200
2022-05-01,호남,호남연료전지,359677248
2022-05-02,동해,동해연료전지,342105120
2022-05-02,영광,영광지산풍력,8169600
2022-05-02,울산,울산 수소연료전지,0
2022-05-02,울산,울산 연료전지 2단계,96751294
2022-05-02,일산,일산연료전지#4,85372800
2022-05-02,호남,호남연료전지,359487618
2022-05-03,동해,동해연료전지,341660032
2022-05-03,영광,영광지산풍력,379200
2022-05-03,울산,울산 수소연료전지,498497
2022-05-03,울산,울산 연료전지 2단계,98052977
2022-05-03,일산,일산연료전지#4,117739200
2022-05-03,호남,호남연료전지,359632686
2022-05-04,동해,동해연료전지,342152272
2022-05-04,영광,영광지산풍력,1744800
2022-05-04,울산,울산 수소연료전지,8556403
2022-05-04,울산,울산 연료전지 2단계,98682128
2022-05-04,일산,일산연료전지#4,117715200
2022-05-04,호남,호남연료전지,359645286
2022-05-05,동해,동해연료전지,340452560
2022-05-05,영광,영광지산풍력,2222400
2022-05-05,울산,울산 수소연료전지,14870058
2022-05-05,울산,울산 연료전지 2단계,98642358
2022-05-05,일산,일산연료전지#4,112161600
2022-05-05,호남,호남연료전지,360416448
2022-05-06,동해,동해연료전지,340030208
2022-05-06,영광,영광지산풍력,3880800
2022-05-06,울산,울산 수소연료전지,9941011
2022-05-06,울산,울산 연료전지 2단계,98504952
2022-05-06,일산,일산연료전지#4,111230400
2022-05-06,호남,호남연료전지,359893590
2022-05-07,동해,동해연료전지,341478704
2022-05-07,영광,영광지산풍력,8745600
2022-05-07,울산,울산 수소연료전지,13722642
2022-05-07,울산,울산 연료전지 2단계,98501336
2022-05-07,일산,일산연료전지#4,117700800
2022-05-07,호남,호남연료전지,359866584
2022-05-08,동해,동해연료전지,342521648
2022-05-08,영광,영광지산풍력,2870400
2022-05-08,울산,울산 수소연료전지,12053594
2022-05-08,울산,울산 연료전지 2단계,98692975
2022-05-08,일산,일산연료전지#4,117753600
2022-05-08,호남,호남연료전지,360442026
2022-05-09,동해,동해연료전지,342103328
2022-05-09,영광,영광지산풍력,979200
2022-05-09,울산,울산 수소연료전지,15778343
2022-05-09,울산,울산 연료전지 2단계,98627893
2022-05-09,일산,일산연료전지#4,109440000
2022-05-09,호남,호남연료전지,360604944
2022-05-10,동해,동해연료전지,343034160
2022-05-10,영광,영광지산풍력,1672800
2022-05-10,울산,울산 수소연료전지,16046390
2022-05-10,울산,울산 연료전지 2단계,98671282
2022-05-10,일산,일산연료전지#4,117696000
2022-05-10,호남,호남연료전지,360621996
2022-05-11,동해,동해연료전지,342605200
2022-05-11,영광,영광지산풍력,3501600
2022-05-11,울산,울산 수소연료전지,15946112
2022-05-11,울산,울산 연료전지 2단계,98580887
2022-05-11,일산,일산연료전지#4,117691200
2022-05-11,호남,호남연료전지,360236352
2022-05-12,동해,동해연료전지,343002688
2022-05-12,영광,영광지산풍력,3364800
2022-05-12,울산,울산 수소연료전지,14133401
2022-05-12,울산,울산 연료전지 2단계,98439864
2022-05-12,일산,일산연료전지#4,117676800
2022-05-12,호남,호남연료전지,359364852
2022-05-13,동해,동해연료전지,343038864
2022-05-13,영광,영광지산풍력,5344800
2022-05-13,울산,울산 수소연료전지,16131240
2022-05-13,울산,울산 연료전지 2단계,98457944
2022-05-13,일산,일산연료전지#4,117672000
2022-05-13,호남,호남연료전지,359206302
2022-05-14,동해,동해연료전지,342057184
2022-05-14,영광,영광지산풍력,14788800
2022-05-14,울산,울산 수소연료전지,16753155
2022-05-14,울산,울산 연료전지 2단계,98432632
2022-05-14,일산,일산연료전지#4,117744000
2022-05-14,호남,호남연료전지,359827860
2022-05-15,동해,동해연료전지,341485984
2022-05-15,영광,영광지산풍력,9780000
2022-05-15,울산,울산 수소연료전지,16724228
2022-05-15,울산,울산 연료전지 2단계,97709482
2022-05-15,일산,일산연료전지#4,117744000
2022-05-15,호남,호남연료전지,360136476
2022-05-16,동해,동해연료전지,340255216
2022-05-16,영광,영광지산풍력,2107200
2022-05-16,울산,울산 수소연료전지,16648058
2022-05-16,울산,울산 연료전지 2단계,97846879
2022-05-16,일산,일산연료전지#4,117729600
2022-05-16,호남,호남연료전지,359976708
2022-05-17,동해,동해연료전지,339657136
2022-05-17,영광,영광지산풍력,3693600
2022-05-17,울산,울산 수소연료전지,16502462
2022-05-17,울산,울산 연료전지 2단계,97839642
2022-05-17,일산,일산연료전지#4,83980800
2022-05-17,호남,호남연료전지,359677458
2022-05-18,동해,동해연료전지,340910192
2022-05-18,영광,영광지산풍력,4908000
2022-05-18,울산,울산 수소연료전지,16416645
2022-05-18,울산,울산 연료전지 2단계,98295234
2022-05-18,일산,일산연료전지#4,117782400
2022-05-18,호남,호남연료전지,359519496
2022-05-19,동해,동해연료전지,339626896
2022-05-19,영광,영광지산풍력,2361600
2022-05-19,울산,울산 수소연료전지,16425324
2022-05-19,울산,울산 연료전지 2단계,98045745
2022-05-19,일산,일산연료전지#4,117777600
2022-05-19,호남,호남연료전지,359666244
2022-05-20,동해,동해연료전지,338016224
2022-05-20,영광,영광지산풍력,1305600
2022-05-20,울산,울산 수소연료전지,16387720
2022-05-20,울산,울산 연료전지 2단계,98071057
2022-05-20,일산,일산연료전지#4,117916800
2022-05-20,호남,호남연료전지,359282532
2022-05-21,동해,동해연료전지,339118864
2022-05-21,영광,영광지산풍력,921600
2022-05-21,울산,울산 수소연료전지,16348193
2022-05-21,울산,울산 연료전지 2단계,97955352
2022-05-21,일산,일산연료전지#4,117988800
2022-05-21,호남,호남연료전지,358468446
2022-05-22,동해,동해연료전지,336973056
2022-05-22,영광,영광지산풍력,554400
2022-05-22,울산,울산 수소연료전지,15160276
2022-05-22,울산,울산 연료전지 2단계,97684171
2022-05-22,일산,일산연료전지#4,114657600
2022-05-22,호남,호남연료전지,357618450
2022-05-23,동해,동해연료전지,335395984
2022-05-23,영광,영광지산풍력,523200
2022-05-23,울산,울산 수소연료전지,15108212
2022-05-23,울산,울산 연료전지 2단계,97875802
2022-05-23,일산,일산연료전지#4,111532800
2022-05-23,호남,호남연료전지,357099162
2022-05-24,동해,동해연료전지,337732080
2022-05-24,영광,영광지산풍력,5073600
2022-05-24,울산,울산 수소연료전지,15048433
2022-05-24,울산,울산 연료전지 2단계,97387670
2022-05-24,일산,일산연료전지#4,117432000
2022-05-24,호남,호남연료전지,357331842
2022-05-25,동해,동해연료전지,340048576
2022-05-25,영광,영광지산풍력,2575200
2022-05-25,울산,울산 수소연료전지,15012758
2022-05-25,울산,울산 연료전지 2단계,98063821
2022-05-25,일산,일산연료전지#4,117388800
2022-05-25,호남,호남연료전지,358300236
2022-05-26,동해,동해연료전지,337811040
2022-05-26,영광,영광지산풍력,4867200
2022-05-26,울산,울산 수소연료전지,14985756
2022-05-26,울산,울산 연료전지 2단계,97817947
2022-05-26,일산,일산연료전지#4,117254400
2022-05-26,호남,호남연료전지,359097312
2022-05-27,동해,동해연료전지,336986384
2022-05-27,영광,영광지산풍력,1845600
2022-05-27,울산,울산 수소연료전지,14613573
2022-05-27,울산,울산 연료전지 2단계,97080332
2022-05-27,일산,일산연료전지#4,117110400
2022-05-27,호남,호남연료전지,358634430
2022-05-28,동해,동해연료전지,337146880
2022-05-28,영광,영광지산풍력,2068800
2022-05-28,울산,울산 수소연료전지,13680218
2022-05-28,울산,울산 연료전지 2단계,97991509
2022-05-28,일산,일산연료전지#4,117081600
2022-05-28,호남,호남연료전지,358952370
2022-05-29,동해,동해연료전지,335361376
2022-05-29,영광,영광지산풍력,3060000
2022-05-29,울산,울산 수소연료전지,13683106
2022-05-29,울산,울산 연료전지 2단계,98157835
2022-05-29,일산,일산연료전지#4,117062400
2022-05-29,호남,호남연료전지,359174130
2022-05-30,동해,동해연료전지,331466912
2022-05-30,영광,영광지산풍력,6931200
2022-05-30,울산,울산 수소연료전지,13140257
2022-05-30,울산,울산 연료전지 2단계,98110828
2022-05-30,일산,일산연료전지#4,117091200
2022-05-30,호남,호남연료전지,358883658
2022-05-31,동해,동해연료전지,339113376
2022-05-31,영광,영광지산풍력,1848000
2022-05-31,울산,울산 수소연료전지,7804323
2022-05-31,울산,울산 연료전지 2단계,98208458
2022-05-31,일산,일산연료전지#4,117115200
2022-05-31,호남,호남연료전지,359024904
2022-06-01,동해,동해연료전지,340501280
2022-06-01,영광,영광지산풍력,1915200
2022-06-01,울산,울산 수소연료전지,10277516
2022-06-01,울산,울산 연료전지 2단계,98457944
2022-06-01,일산,일산연료전지#4,117081600
2022-06-01,호남,호남연료전지,358959258
2022-06-02,동해,동해연료전지,339866128
2022-06-02,영광,영광지산풍력,1094400
2022-06-02,울산,울산 수소연료전지,10203279
2022-06-02,울산,울산 연료전지 2단계,97362362
2022-06-02,일산,일산연료전지#4,117081600
2022-06-02,호남,호남연료전지,358703814
2022-06-03,동해,동해연료전지,339462592
2022-06-03,영광,영광지산풍력,732000
2022-06-03,울산,울산 수소연료전지,10156022
2022-06-03,울산,울산 연료전지 2단계,98085516
2022-06-03,일산,일산연료전지#4,117004800
2022-06-03,호남,호남연료전지,358403766
2022-06-04,동해,동해연료전지,339864560
2022-06-04,영광,영광지산풍력,6398400
2022-06-04,울산,울산 수소연료전지,10156987
2022-06-04,울산,울산 연료전지 2단계,97901118
2022-06-04,일산,일산연료전지#4,117004800
2022-06-04,호남,호남연료전지,358163694
2022-06-05,동해,동해연료전지,338998464
2022-06-05,영광,영광지산풍력,16684800
2022-06-05,울산,울산 수소연료전지,10119388
2022-06-05,울산,울산 연료전지 2단계,98483256
2022-06-05,일산,일산연료전지#4,117057600
2022-06-05,호남,호남연료전지,357608748
2022-06-06,동해,동해연료전지,339245088
2022-06-06,영광,영광지산풍력,7135200
2022-06-06,울산,울산 수소연료전지,10097216
2022-06-06,울산,울산 연료전지 2단계,98179529
2022-06-06,일산,일산연료전지#4,117124800
2022-06-06,호남,호남연료전지,356627922
2022-06-07,동해,동해연료전지,338717008
2022-06-07,영광,영광지산풍력,1708800
2022-06-07,울산,울산 수소연료전지,8813851
2022-06-07,울산,울산 연료전지 2단계,98204844
2022-06-07,일산,일산연료전지#4,117110400
2022-06-07,호남,호남연료전지,356156808
2022-06-08,동해,동해연료전지,339573024
2022-06-08,영광,영광지산풍력,2788800
2022-06-08,울산,울산 수소연료전지,10447220
2022-06-08,울산,울산 연료전지 2단계,98696591
2022-06-08,일산,일산연료전지#4,117067200
2022-06-08,호남,호남연료전지,357763602
2022-06-09,동해,동해연료전지,338843680
2022-06-09,영광,영광지산풍력,1327200
2022-06-09,울산,울산 수소연료전지,10034540
2022-06-09,울산,울산 연료전지 2단계,98400096
2022-06-09,일산,일산연료전지#4,117081600
2022-06-09,호남,호남연료전지,358136394
2022-06-10,동해,동해연료전지,339111248
2022-06-10,영광,영광지산풍력,3129600
2022-06-10,울산,울산 수소연료전지,9833012
2022-06-10,울산,울산 연료전지 2단계,98266313
2022-06-10,일산,일산연료전지#4,117100800
2022-06-10,호남,호남연료전지,358530732
2022-06-11,동해,동해연료전지,338835616
2022-06-11,영광,영광지산풍력,4111200
2022-06-11,울산,울산 수소연료전지,9793484
2022-06-11,울산,울산 연료전지 2단계,98356710
2022-06-11,일산,일산연료전지#4,117019200
2022-06-11,호남,호남연료전지,356984586
2022-06-12,동해,동해연료전지,337706880
2022-06-12,영광,영광지산풍력,492000
2022-06-12,울산,울산 수소연료전지,9791556
2022-06-12,울산,울산 연료전지 2단계,98664053
2022-06-12,일산,일산연료전지#4,112387200
2022-06-12,호남,호남연료전지,356900922
2022-06-13,동해,동해연료전지,337045856
2022-06-13,영광,영광지산풍력,1442400
2022-06-13,울산,울산 수소연료전지,9749135
2022-06-13,울산,울산 연료전지 2단계,97810725
2022-06-13,일산,일산연료전지#4,107179200
2022-06-13,호남,호남연료전지,357743568
2022-06-14,동해,동해연료전지,339165792
2022-06-14,영광,영광지산풍력,465600
2022-06-14,울산,울산 수소연료전지,8698139
2022-06-14,울산,울산 연료전지 2단계,98497720
2022-06-14,일산,일산연료전지#4,109728000
2022-06-14,호남,호남연료전지,358976142
2022-06-15,동해,동해연료전지,338548112
2022-06-15,영광,영광지산풍력,9156000
2022-06-15,울산,울산 수소연료전지,8237251
2022-06-15,울산,울산 연료전지 2단계,98378395
2022-06-15,일산,일산연료전지#4,117144000
2022-06-15,호남,호남연료전지,358428672
2022-06-16,동해,동해연료전지,338174928
2022-06-16,영광,영광지산풍력,458400
2022-06-16,울산,울산 수소연료전지,8968120
2022-06-16,울산,울산 연료전지 2단계,98193994
2022-06-16,일산,일산연료전지#4,117072000
2022-06-16,호남,호남연료전지,357844200
2022-06-17,동해,동해연료전지,336655312
2022-06-17,영광,영광지산풍력,3237600
2022-06-17,울산,울산 수소연료전지,8892915
2022-06-17,울산,울산 연료전지 2단계,97904735
2022-06-17,일산,일산연료전지#4,117043200
2022-06-17,호남,호남연료전지,357552552
2022-06-18,동해,동해연료전지,333969888
2022-06-18,영광,영광지산풍력,4320000
2022-06-18,울산,울산 수소연료전지,8794564
2022-06-18,울산,울산 연료전지 2단계,96885079
2022-06-18,일산,일산연료전지#4,116990400
2022-06-18,호남,호남연료전지,356926374
2022-06-19,동해,동해연료전지,332165680
2022-06-19,영광,영광지산풍력,696000
2022-06-19,울산,울산 수소연료전지,8716460
2022-06-19,울산,울산 연료전지 2단계,98027665
2022-06-19,일산,일산연료전지#4,111643200
2022-06-19,호남,호남연료전지,356807892
2022-06-20,동해,동해연료전지,329884464
2022-06-20,영광,영광지산풍력,1788000
2022-06-20,울산,울산 수소연료전지,8597868
2022-06-20,울산,울산 연료전지 2단계,97901118
2022-06-20,일산,일산연료전지#4,107222400
2022-06-20,호남,호남연료전지,356083350
2022-06-21,동해,동해연료전지,331853760
2022-06-21,영광,영광지산풍력,4821600
2022-06-21,울산,울산 수소연료전지,7238332
2022-06-21,울산,울산 연료전지 2단계,97669705
2022-06-21,일산,일산연료전지#4,116496000
2022-06-21,호남,호남연료전지,355805562
2022-06-22,동해,동해연료전지,336577024
2022-06-22,영광,영광지산풍력,657600
2022-06-22,울산,울산 수소연료전지,6601953
2022-06-22,울산,울산 연료전지 2단계,97731176
2022-06-22,일산,일산연료전지#4,108854400
2022-06-22,호남,호남연료전지,356330142
2022-06-23,동해,동해연료전지,335062896
2022-06-23,영광,영광지산풍력,18568800
2022-06-23,울산,울산 수소연료전지,6448645
2022-06-23,울산,울산 연료전지 2단계,97673322
2022-06-23,일산,일산연료전지#4,107160000
2022-06-23,호남,호남연료전지,355398288
2022-06-24,동해,동해연료전지,333285568
2022-06-24,영광,영광지산풍력,7848000
2022-06-24,울산,울산 수소연료전지,6403316
2022-06-24,울산,울산 연료전지 2단계,96856151
2022-06-24,일산,일산연료전지#4,94454400
2022-06-24,호남,호남연료전지,354856320
2022-06-25,동해,동해연료전지,331653392
2022-06-25,영광,영광지산풍력,9475200
2022-06-25,울산,울산 수소연료전지,5861439
2022-06-25,울산,울산 연료전지 2단계,97608236
2022-06-25,일산,일산연료전지#4,115756800
2022-06-25,호남,호남연료전지,354830280
2022-06-26,동해,동해연료전지,322837872
2022-06-26,영광,영광지산풍력,22394400
2022-06-26,울산,울산 수소연료전지,5552895
2022-06-26,울산,울산 연료전지 2단계,97611848
2022-06-26,일산,일산연료전지#4,115747200
2022-06-26,호남,호남연료전지,354693150
2022-06-27,동해,동해연료전지,320380816
2022-06-27,영광,영광지산풍력,10593600
2022-06-27,울산,울산 수소연료전지,5506604
2022-06-27,울산,울산 연료전지 2단계,97535920
2022-06-27,일산,일산연료전지#4,115747200
2022-06-27,호남,호남연료전지,354611376
2022-06-28,동해,동해연료전지,323005648
2022-06-28,영광,영광지산풍력,10048800
2022-06-28,울산,울산 수소연료전지,4816229
2022-06-28,울산,울산 연료전지 2단계,97412991
2022-06-28,일산,일산연료전지#4,115790400
2022-06-28,호남,호남연료전지,354651066
2022-06-29,동해,동해연료전지,328563312
2022-06-29,영광,영광지산풍력,41433600
2022-06-29,울산,울산 수소연료전지,7346321
2022-06-29,울산,울산 연료전지 2단계,97329824
2022-06-29,일산,일산연료전지#4,115843200
2022-06-29,호남,호남연료전지,355103406
2022-06-30,동해,동해연료전지,331782080
2022-06-30,영광,영광지산풍력,22617600
2022-06-30,울산,울산 수소연료전지,7499628
2022-06-30,울산,울산 연료전지 2단계,97355134
2022-06-30,일산,일산연료전지#4,115934400
2022-06-30,호남,호남연료전지,354374664
2022-07-01,동해,동해 북평레포츠 연료전지,100858828
2022-07-01,동해,동해연료전지,332544688
2022-07-01,영광,영광지산풍력,5006400
2022-07-01,울산,울산 수소연료전지,4223242
2022-07-01,울산,울산 연료전지 2단계,97369600
2022-07-01,일산,일산연료전지#4,112982400
2022-07-01,호남,호남연료전지,354223842
2022-07-02,동해,동해 북평레포츠 연료전지,100934760
2022-07-02,동해,동해연료전지,331163056
2022-07-02,영광,영광지산풍력,2868000
2022-07-02,울산,울산 수소연료전지,0
2022-07-02,울산,울산 연료전지 2단계,97300895
2022-07-02,일산,일산연료전지#4,105600000
2022-07-02,호남,호남연료전지,353940972
2022-07-03,동해,동해 북평레포츠 연료전지,100999848
2022-07-03,동해,동해연료전지,329563248
2022-07-03,영광,영광지산풍력,655200
2022-07-03,울산,울산 수소연료전지,0
2022-07-03,울산,울산 연료전지 2단계,97199648
2022-07-03,일산,일산연료전지#4,105590400
2022-07-03,호남,호남연료전지,353768058
2022-07-04,동해,동해 북평레포츠 연료전지,101057704
2022-07-04,동해,동해연료전지,327669440
2022-07-04,영광,영광지산풍력,2030400
2022-07-04,울산,울산 수소연료전지,0
2022-07-04,울산,울산 연료전지 2단계,97105638
2022-07-04,일산,일산연료전지#4,105542400
2022-07-04,호남,호남연료전지,353765034
2022-07-05,동해,동해 북평레포츠 연료전지,101119175
2022-07-05,동해,동해연료전지,311257408
2022-07-05,영광,영광지산풍력,624000
2022-07-05,울산,울산 수소연료전지,0
2022-07-05,울산,울산 연료전지 2단계,96425873
2022-07-05,일산,일산연료전지#4,105475200
2022-07-05,호남,호남연료전지,353338314
2022-07-06,동해,동해 북평레포츠 연료전지,101336116
2022-07-06,동해,동해연료전지,312704112
2022-07-06,영광,영광지산풍력,11589600
2022-07-06,울산,울산 수소연료전지,3741140
2022-07-06,울산,울산 연료전지 2단계,97051405
2022-07-06,일산,일산연료전지#4,109176000
2022-07-06,호남,호남연료전지,352632000
2022-07-07,동해,동해 북평레포츠 연료전지,101487978
2022-07-07,동해,동해연료전지,326340336
2022-07-07,영광,영광지산풍력,23695200
2022-07-07,울산,울산 수소연료전지,6393677
2022-07-07,울산,울산 연료전지 2단계,96997171
2022-07-07,일산,일산연료전지#4,105523200
2022-07-07,호남,호남연료전지,352805040
2022-07-08,동해,동해 북평레포츠 연료전지,99784943
